0.04 0.0
0.12 0.0
0.2 0.0
0.28 0.0
0.36 0.0
0.44 0.0
0.52 0.0
0.6 0.0
0.68 0.0
0.76 0.0
0.84 0.0
0.92 0.0
1.0 0.0
1.08 0.0
1.16 0.0
1.24 0.0
1.32 0.0
1.4000000000000001 0.0
1.48 0.0
1.56 0.0
1.6400000000000001 0.0
1.72 0.0
1.8 0.0
1.8800000000000001 0.0
1.96 0.0
2.04 0.0
2.12 0.005674784237507436
2.2 0.06850507494471851
2.2800000000000002 0.14228409571785683
2.36 0.0366350682142571
2.44 0.08032584908026809
2.52 0.5552648660397057
2.6 1.5856209390144622
2.68 2.6065546376912625
2.7600000000000002 2.6886828960818967
2.84 2.218374617160135
2.92 1.6624906538325719
3.0 1.0797652329915093
3.08 0.6762149207757318
3.16 0.41124546732256273
3.24 0.3025031321599878
3.3200000000000003 0.23719159373212553
3.4 0.1726549700857168
3.48 0.2000868745641476
3.56 0.20729630533716703
3.64 0.22090474997136125
3.72 0.23178108160087021
3.8000000000000003 0.2707009989698024
3.88 0.33081471139869634
3.96 0.3615007779660095
4.04 0.4184322665666802
4.12 0.4399075695880662
4.2 0.5042839125606992
4.28 0.5395654507413414
4.36 0.6178984136316092
4.44 0.6407954263466348
4.5200000000000005 0.7007139376114842
4.6000000000000005 0.7115116162687389
4.68 0.7610547821990443
4.76 0.8643075478500386
4.84 1.0300614504556307
4.92 1.0634855481203012
5.0 1.0840573886599243
5.08 1.090213915717646
5.16 1.0212256417005197
5.24 0.9723991456830802
5.32 0.8782597982605859
5.4 0.8773605018358391
5.48 0.831334021288231
5.5600000000000005 0.8562651625554386
5.64 0.8690329225711715
5.72 0.8823156345506887
5.8 0.9212680589726429
5.88 0.9140765416956886
5.96 0.9634854764683058
6.04 0.9636523471054624
6.12 0.9912330865385169
6.2 1.015419717347914
6.28 1.0349879274128093
6.36 1.0721744028756857
6.44 1.057234108209847
6.5200000000000005 1.0946022171470622
6.6000000000000005 1.1013123026611111
6.68 1.15940715878607
6.76 1.1494318389603413
6.84 1.1217479856911248
6.92 1.1231278283956752
7.0 1.1104871971401615
7.08 1.0966012762080917
7.16 1.0940014519393626
7.24 1.0908831556818068
7.32 1.0672882593802993
7.4 1.0265196440647826
7.48 1.0380739762248303
7.5600000000000005 1.0369734611440207
7.640000000000001 1.0210516433084622
7.72 1.022362288912793
7.8 1.032523450124599
7.88 1.0257345538840352
7.96 1.0272613325702655
8.040000000000001 1.0293137374415426
8.120000000000001 1.0080678952873294
8.2 1.0238688815752437
8.28 1.0263170525089016
8.36 1.0278457497149507
8.44 1.0370101837289172
8.52 1.0433667521626029
8.6 1.0534470319725562
8.68 1.0612873679850057
8.76 1.0717415953097476
8.84 1.061407772394194
8.92 1.0466221445591335
9.0 1.0513228671222747
9.08 1.0597181611241018
9.16 1.0302686137240624
9.24 1.0570214046191497
9.32 1.0536358806808848
9.4 1.0495624698744714
9.48 1.0262466478021157
9.56 1.0498910158181545
9.64 1.0484578795528119
9.72 1.0333628076344936
9.8 1.0429871235558064
9.88 1.0248585672883985
9.96 1.0247246121693134
10.040000000000001 1.0159876639551153

